station_no,station_id,station_name,ts_id,ts_name,ts_shortname,stationparameter_name,stationparameter_longname,ts_unitname,ts_unitsymbol,ts_unitname_abs,ts_unitsymbol_abs,parametertype_id,parametertype_name,ts_type_name,ts_type_id,station_latitude,station_longitude,station_carteasting,station_cartnorthing,station_local_x,station_local_y,station_georefsystem,ts_density,ts_exchange,station_longname,stationparameter_no,ts_utcoffset,ts_path,site_id,site_no,site_name,catchment_id,catchment_no,catchment_name,ts_spacing,stationparameter_id,ts_clientvalue1,ts_clientvalue2,ts_clientvalue3,ts_clientvalue4,ts_clientvalue5,ts_clientvalue6,ts_clientvalue7,ts_clientvalue8,ts_clientvalue9, ts_clientvalue10
133763 ,39477, Racks  Moss  Deep ,62644010,Day.Min,CDay.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.03991121,-3.520429847,302936.000749268,572768.000005012,-391892.457941482,7369615.92121027, Web  Mercator ,365,,,GWL,0,1/133763/GWL/CDay.Min,162620,1,Stations,0,,---,P1D,39478,,,,,,,,945fd4c2-95b4-4050-a3d9-f08668d77d4b,, 
115215 ,39151,Dallachy,62580010,Day.Min,CDay.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.66317443,-3.067640476,336400.000769736,864200.000206109,-341488.175725155,7896891.35994276, Web  Mercator ,365,,,GWL,0,1/115215/GWL/CDay.Min,162620,1,Stations,0,,---,P1D,39152,,,,,,,,a878b4d7-5f7c-422b-b355-c57d683e1270,, 
115215 ,39151,Dallachy,62583010,HydrologicalYear.Mean,HYear.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,57.66317443,-3.067640476,336400.000769736,864200.000206109,-341488.175725155,7896891.35994276, Web  Mercator ,1,,,GWL,0,1/115215/GWL/HYear.Mean,162620,1,Stations,0,,---,P1Y,39152,,,,,,,,af58f448-005b-48df-828a-c5ca06d876cc,, 
115215 ,39151,Dallachy,62586010,LongTermValue.Month.Mean,LTV.CMonth.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,57.66317443,-3.067640476,336400.000769736,864200.000206109,-341488.175725155,7896891.35994276, Web  Mercator ,12,,,GWL,0,1/115215/GWL/LTV.CMonth.Mean,162620,1,Stations,0,,---,P1M,39152,,,,,,,,8cc51dfc-631f-4c7b-8f47-0e00764fe95f,, 
115215 ,39151,Dallachy,62579010,Day.Mean,CDay.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,57.66317443,-3.067640476,336400.000769736,864200.000206109,-341488.175725155,7896891.35994276, Web  Mercator ,365,,,GWL,0,1/115215/GWL/CDay.Mean,162620,1,Stations,0,,---,P1D,39152,,,,,,,,2e8869d6-6126-473d-8683-a35b4905feb5,, 
115215 ,39151,Dallachy,62585010,LongTermValue.Month.Max,LTV.CMonth.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.66317443,-3.067640476,336400.000769736,864200.000206109,-341488.175725155,7896891.35994276, Web  Mercator ,12,,,GWL,0,1/115215/GWL/LTV.CMonth.Max,162620,1,Stations,0,,---,P1M,39152,,,,,,,,d1967da2-257a-47bd-ba13-f3bd2c83afab,, 
115215 ,39151,Dallachy,62589010,Month.Mean,CMonth.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,57.66317443,-3.067640476,336400.000769736,864200.000206109,-341488.175725155,7896891.35994276, Web  Mercator ,12,,,GWL,0,1/115215/GWL/CMonth.Mean,162620,1,Stations,0,,---,P1M,39152,,,,,,,,e2478091-f038-4aba-b368-b0f30c8dc75d,, 
133763 ,39477, Racks  Moss  Deep ,62645010,Hour,Hour.Cmd,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,cmd,6010,55.03991121,-3.520429847,302936.000749268,572768.000005012,-391892.457941482,7369615.92121027, Web  Mercator ,8760,,,GWL,0,1/133763/GWL/Hour.Cmd,162620,1,Stations,0,,---,PT1H,39478,,,,,,,,5ac4ca59-6487-48b3-a499-f2a695c45951,, 
133763 ,39477, Racks  Moss  Deep ,62648010,HydrologicalYear.Min,HYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.03991121,-3.520429847,302936.000749268,572768.000005012,-391892.457941482,7369615.92121027, Web  Mercator ,1,,,GWL,0,1/133763/GWL/HYear.Min,162620,1,Stations,0,,---,P1Y,39478,,,,,,,,1016eea1-400f-4b85-848c-51d931016330,, 
115215 ,39151,Dallachy,62578010,Day.Max,CDay.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,57.66317443,-3.067640476,336400.000769736,864200.000206109,-341488.175725155,7896891.35994276, Web  Mercator ,365,,,GWL,0,1/115215/GWL/CDay.Max,162620,1,Stations,0,,---,P1D,39152,,,,,,,,00f13896-9f85-40ec-956e-c17c77a0af38,, 
115215 ,39151,Dallachy,62581010,Hour,Hour.Cmd,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,cmd,6010,57.66317443,-3.067640476,336400.000769736,864200.000206109,-341488.175725155,7896891.35994276, Web  Mercator ,8760,,,GWL,0,1/115215/GWL/Hour.Cmd,162620,1,Stations,0,,---,PT1H,39152,,,,,,,,af018831-8b48-470b-802f-1e5280b38d9f,, 
133763 ,39477, Racks  Moss  Deep ,62639010,CalendarYear.Max,CYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,55.03991121,-3.520429847,302936.000749268,572768.000005012,-391892.457941482,7369615.92121027, Web  Mercator ,1,,,GWL,0,1/133763/GWL/CYear.Max,162620,1,Stations,0,,---,P1Y,39478,,,,,,,,c430ea67-4dee-43c4-8f29-7d8d51ad57af,, 
133763 ,39477, Racks  Moss  Deep ,62649010,LongTermValue.Month.Max,LTV.CMonth.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,55.03991121,-3.520429847,302936.000749268,572768.000005012,-391892.457941482,7369615.92121027, Web  Mercator ,12,,,GWL,0,1/133763/GWL/LTV.CMonth.Max,162620,1,Stations,0,,---,P1M,39478,,,,,,,,4b2dca1e-02a0-44f2-99d0-ef8cd444d148,, 
115215 ,39151,Dallachy,62577010,CalendarYear.Min,CYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.66317443,-3.067640476,336400.000769736,864200.000206109,-341488.175725155,7896891.35994276, Web  Mercator ,1,,,GWL,0,1/115215/GWL/CYear.Min,162620,1,Stations,0,,---,P1Y,39152,,,,,,,,c4ba0153-85b8-4ef2-857f-7083695fb969,, 
115215 ,39151,Dallachy,62587010,LongTermValues.Month.Min,LTV.CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,57.66317443,-3.067640476,336400.000769736,864200.000206109,-341488.175725155,7896891.35994276, Web  Mercator ,12,,,GWL,0,1/115215/GWL/LTV.CMonth.Min,162620,1,Stations,0,,---,P1M,39152,,,,,,,,ed456ead-de16-467c-9600-442881e2d18e,, 
133763 ,39477, Racks  Moss  Deep ,62640010,CalendarYear.Mean,CYear.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,55.03991121,-3.520429847,302936.000749268,572768.000005012,-391892.457941482,7369615.92121027, Web  Mercator ,1,,,GWL,0,1/133763/GWL/CYear.Mean,162620,1,Stations,0,,---,P1Y,39478,,,,,,,,525a7fc1-54b1-4109-8f75-166a7d9f4044,, 
133760 ,39465, Longbridgemuir  Farm ,62596010,Day.Min,CDay.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.00586713,-3.455079486,307033.000736533,568890.999562647,-384617.689031805,7363004.88662364, Web  Mercator ,365,,,GWL,0,1/133760/GWL/CDay.Min,162620,1,Stations,0,,---,P1D,39466,,,,,,,,b8836d84-b8f7-479f-9a08-7ae769fa1e56,, 
133760 ,39465, Longbridgemuir  Farm ,62597010,Hour,Hour.Cmd,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,cmd,6010,55.00586713,-3.455079486,307033.000736533,568890.999562647,-384617.689031805,7363004.88662364, Web  Mercator ,8760,,,GWL,0,1/133760/GWL/Hour.Cmd,162620,1,Stations,0,,---,PT1H,39466,,,,,,,,20f80215-300b-47a8-937e-313463084da4,, 
133761 ,39469, Ironhirst  Moss ,62616010,HydrologicalYear.Min,HYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.02253529,-3.488016947,304966.00078926,570789.999370015,-388284.270418349,7366240.98227091, Web  Mercator ,1,,,GWL,0,1/133761/GWL/HYear.Min,162620,1,Stations,0,,---,P1Y,39470,,,,,,,,965fc714-6a2a-4671-bae3-dd6b7874b8ff,, 
133761 ,39469, Ironhirst  Moss ,62622010,Month.Min,CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.02253529,-3.488016947,304966.00078926,570789.999370015,-388284.270418349,7366240.98227091, Web  Mercator ,12,,,GWL,0,1/133761/GWL/CMonth.Min,162620,1,Stations,0,,---,P1M,39470,,,,,,,,7836ae32-c626-4f3d-bfa9-2372d394da04,, 
133762 ,39473, Racks  Moss  Drift ,62625010,CalendarYear.Min,CYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.03943668,-3.520286673,302944.000786917,572715.000200317,-391876.519884707,7369523.73342582, Web  Mercator ,1,,,GWL,0,1/133762/GWL/CYear.Min,162620,1,Stations,0,,---,P1Y,39474,,,,,,,,2c5678c3-675a-4434-8cc9-1e5308317f40,, 
133762 ,39473, Racks  Moss  Drift ,62630010,HydrologicalYear.Max,HYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,55.03943668,-3.520286673,302944.000786917,572715.000200317,-391876.519884707,7369523.73342582, Web  Mercator ,1,,,GWL,0,1/133762/GWL/HYear.Max,162620,1,Stations,0,,---,P1Y,39474,,,,,,,,2b605079-e15b-4900-9e7d-46fafc48a825,, 
133762 ,39473, Racks  Moss  Drift ,62635010,LongTermValues.Month.Min,LTV.CMonth.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,55.03943668,-3.520286673,302944.000786917,572715.000200317,-391876.519884707,7369523.73342582, Web  Mercator ,12,,,GWL,0,1/133762/GWL/LTV.CMonth.Min,162620,1,Stations,0,,---,P1M,39474,,,,,,,,9aa695de-2049-411d-b5a4-345de82bc121,, 
14419 ,39481, Newton  of  Falkland  Borehole ,62656010,CalendarYear.Mean,CYear.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.25379438,-3.186187933,326604.000786132,707442.00019044,-354684.818273233,7609105.73033995, Web  Mercator ,1,,,GWL,0,1/14419/GWL/CYear.Mean,162620,1,Stations,0,,---,P1Y,39482,,,,,,,,55ab9fb5-4a31-4c75-a569-85f0bf0dbed4,, 
14419 ,39481, Newton  of  Falkland  Borehole ,62660010,Day.Min,CDay.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,56.25379438,-3.186187933,326604.000786132,707442.00019044,-354684.818273233,7609105.73033995, Web  Mercator ,365,,,GWL,0,1/14419/GWL/CDay.Min,162620,1,Stations,0,,---,P1D,39482,,,,,,,,55a4aa06-4753-4d00-907b-f86c0e729f9c,, 
14419 ,39481, Newton  of  Falkland  Borehole ,62664010,HydrologicalYear.Min,HYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,56.25379438,-3.186187933,326604.000786132,707442.00019044,-354684.818273233,7609105.73033995, Web  Mercator ,1,,,GWL,0,1/14419/GWL/HYear.Min,162620,1,Stations,0,,---,P1Y,39482,,,,,,,,0beaaef6-b764-4d57-bd59-021f3dc93c1e,, 
14458 ,39485,Knowhead,62672010,CalendarYear.Mean,CYear.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.24966295,-3.166160852,327837.000800894,706961.0001519,-352455.413814237,7608277.87919729, Web  Mercator ,1,,,GWL,0,1/14458/GWL/CYear.Mean,162620,1,Stations,0,,---,P1Y,39486,,,,,,,,19125281-b745-4ff2-8de7-b3a1cc43e22c,, 
14458 ,39485,Knowhead,62675010,Day.Mean,CDay.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.24966295,-3.166160852,327837.000800894,706961.0001519,-352455.413814237,7608277.87919729, Web  Mercator ,365,,,GWL,0,1/14458/GWL/CDay.Mean,162620,1,Stations,0,,---,P1D,39486,,,,,,,,531ca68a-1db5-4db9-8b1f-df5c48e495c7,, 
14458 ,39485,Knowhead,62685010,Month.Mean,CMonth.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.24966295,-3.166160852,327837.000800894,706961.0001519,-352455.413814237,7608277.87919729, Web  Mercator ,12,,,GWL,0,1/14458/GWL/CMonth.Mean,162620,1,Stations,0,,---,P1M,39486,,,,,,,,a20f7022-713b-4684-8c4a-85bb47c8992e,, 
17064 ,39774, Cookston  Deep ,62690010,Day.Max,CDay.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,56.61914099,-3.077765295,333959.000801268,747995.000370882,-342615.265420609,7682669.53494894, Web  Mercator ,365,,,GWL,0,1/17064/GWL/CDay.Max,162620,1,Stations,0,,---,P1D,39775,,,,,,,,7aeed52c-3c85-4b5c-9c15-91e0fb45f1dd,, 
17064 ,39774, Cookston  Deep ,62691010,Day.Mean,CDay.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.61914099,-3.077765295,333959.000801268,747995.000370882,-342615.265420609,7682669.53494894, Web  Mercator ,365,,,GWL,0,1/17064/GWL/CDay.Mean,162620,1,Stations,0,,---,P1D,39775,,,,,,,,55387f17-277f-42de-a475-13437b1ca2a0,, 
17064 ,39774, Cookston  Deep ,62697010,LongTermValue.Month.Max,LTV.CMonth.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,56.61914099,-3.077765295,333959.000801268,747995.000370882,-342615.265420609,7682669.53494894, Web  Mercator ,12,,,GWL,0,1/17064/GWL/LTV.CMonth.Max,162620,1,Stations,0,,---,P1M,39775,,,,,,,,4f24de73-f72a-49ea-97e2-5b4e9f337533,, 
17065 ,39778, Cookston  Shallow ,62704010,CalendarYear.Mean,CYear.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.6190878,-3.077682299,333964.000801411,747989.000085097,-342606.026348152,7682658.77329849, Web  Mercator ,1,,,GWL,0,1/17065/GWL/CYear.Mean,162620,1,Stations,0,,---,P1Y,39779,,,,,,,,868e5c2d-a8cd-498b-8dc7-551ad883ff10,, 
17065 ,39778, Cookston  Shallow ,62707010,Day.Mean,CDay.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.6190878,-3.077682299,333964.000801411,747989.000085097,-342606.026348152,7682658.77329849, Web  Mercator ,365,,,GWL,0,1/17065/GWL/CDay.Mean,162620,1,Stations,0,,---,P1D,39779,,,,,,,,2616003c-319c-4418-89df-8b7a13b34eff,, 
17065 ,39778, Cookston  Shallow ,62709010,Hour,Hour.Cmd,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,cmd,6010,56.6190878,-3.077682299,333964.000801411,747989.000085097,-342606.026348152,7682658.77329849, Web  Mercator ,8760,,,GWL,0,1/17065/GWL/Hour.Cmd,162620,1,Stations,0,,---,PT1H,39779,,,,,,,,bdc2821d-2ad4-430f-8cf5-b6a3a4cab7c9,, 
17065 ,39778, Cookston  Shallow ,62717010,Month.Mean,CMonth.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.6190878,-3.077682299,333964.000801411,747989.000085097,-342606.026348152,7682658.77329849, Web  Mercator ,12,,,GWL,0,1/17065/GWL/CMonth.Mean,162620,1,Stations,0,,---,P1M,39779,,,,,,,,c0a9ddda-7b41-4cae-85a9-b4c83d45ec8e,, 
17066 ,39782, Glamis  Petrol  Station ,62720010,CalendarYear.Mean,CYear.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.6054023,-3.002749238,338540.000775584,746396.000452098,-334264.51615405,7679890.36238558, Web  Mercator ,1,,,GWL,0,1/17066/GWL/CYear.Mean,162620,1,Stations,0,,---,P1Y,39783,,,,,,,,ce854b75-4390-4a5a-a312-12f824e1a585,, 
17066 ,39782, Glamis  Petrol  Station ,62722010,Day.Max,CDay.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,56.6054023,-3.002749238,338540.000775584,746396.000452098,-334264.51615405,7679890.36238558, Web  Mercator ,365,,,GWL,0,1/17066/GWL/CDay.Max,162620,1,Stations,0,,---,P1D,39783,,,,,,,,08d43b60-3dd4-4054-a01f-021d829a4608,, 
17066 ,39782, Glamis  Petrol  Station ,62728010,HydrologicalYear.Min,HYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,56.6054023,-3.002749238,338540.000775584,746396.000452098,-334264.51615405,7679890.36238558, Web  Mercator ,1,,,GWL,0,1/17066/GWL/HYear.Min,162620,1,Stations,0,,---,P1Y,39783,,,,,,,,3a44cbd0-2f64-4575-8e9f-09b70c1ab758,, 
17066 ,39782, Glamis  Petrol  Station ,62733010,Month.Mean,CMonth.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.6054023,-3.002749238,338540.000775584,746396.000452098,-334264.51615405,7679890.36238558, Web  Mercator ,12,,,GWL,0,1/17066/GWL/CMonth.Mean,162620,1,Stations,0,,---,P1M,39783,,,,,,,,3a215014-a62a-46b5-85e9-f0e2361d08ed,, 
17068 ,39790, Glamis  Castle  (Drift) ,62751010,CalendarYear.Max,CYear.Max,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmax.1,13010,56.62728426,-3.017607865,337664.000798262,748844.999897163,-335918.570945577,7684317.29844261, Web  Mercator ,1,,,GWL,0,1/17068/GWL/CYear.Max,162620,1,Stations,0,,---,P1Y,39791,,,,,,,,f49c1851-3da4-4fb9-9387-0a11b40a44d8,, 
17068 ,39790, Glamis  Castle  (Drift) ,62753010,CalendarYear.Min,CYear.Min,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmin.1,12010,56.62728426,-3.017607865,337664.000798262,748844.999897163,-335918.570945577,7684317.29844261, Web  Mercator ,1,,,GWL,0,1/17068/GWL/CYear.Min,162620,1,Stations,0,,---,P1Y,39791,,,,,,,,79f2bba8-a5a2-4185-a02d-86fcc62c8131,, 
17068 ,39790, Glamis  Castle  (Drift) ,62755010,Day.Mean,CDay.Mean,GroundwaterLevel, Groundwater  Level ,meter,m,,,536,GWLVL,aggmean,14010,56.62728426,-3.017607865,337664.000798262,748844.999897163,-335918.570945577,7684317.29844261, Web  Mercator ,365,,,GWL,0,1/17068/GWL/CDay.Mean,162620,1,Stations,0,,---,P1D,39791,,,,,,,,c804f021-3e16-41c6-8f64-788b2d9f04ae,, 
